"city","state","country","report_summary","report_status","report_type","report_magnitude","land_uses","reporter_name","date_of_reform","last_updated","is_no_mandate_city","population","citation_url","lat","long"
"Royalton","MN","US","Permitted uses in ""C-1"" Commercial District are exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial, Low Density (SF) Residential","Samuel Deetz","","November 28, 2023, 11:47:08 AM PST",0,1281,"https://parkingreform.org/mandates-map/city_detail/Royalton_MN.html",45.8299124,-94.293702
"Rudolph","WI","US","The B-1 Central Commercial District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:12 AM PST",0,435,"https://parkingreform.org/mandates-map/city_detail/Rudolph_WI.html",44.4960752,-89.8076239
"Rush City","MN","US"," The B-2 General Business District is exempt from minimum parking requirements, except for conditional uses.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:05 AM PST",0,3228,"https://parkingreform.org/mandates-map/city_detail/RushCity_MN.html",45.6855145,-92.9654903
"Rushville","IN","US","Properties located within the Central Business District (CBD) without dwelling units are not required to provide off-street parking.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial, Other","Samuel Deetz","Nov 16, 2021","November 28, 2023, 11:47:19 AM PST",0,6208,"https://parkingreform.org/mandates-map/city_detail/Rushville_IN.html",39.608756,-85.4469755
"Russell","KS","US","The C-1 Central Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,4401,"https://parkingreform.org/mandates-map/city_detail/Russell_KS.html",38.895289,-98.859806
"Russell Springs","KY","US","Within the C-2 Downtown Commercial District, a fee-in-lieu of parking may be provided.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,2715,"https://parkingreform.org/mandates-map/city_detail/RussellSprings_KY.html",37.0439,-85.07684871153846
"Russellville","AR","US","The Central Business District, Downtown Crossing Zone, and Prairie Creek Zone are exempt from minimum parking requirements. The College Hill Zone is only required to provide one half (1/2) of required parking for residential dwellings. For non-residential uses, there is no minimum number of spaces required. However, the applicant must provide a statement or parking analysis indicating how they will provide adequate parking for the proposed non-residential use to succeed without negatively impacting adjacent properties or creating or compounding a dangerous traffic condition.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums","City Center/Business District, Citywide","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,28940,"https://parkingreform.org/mandates-map/city_detail/Russellville_AR.html",35.2784173,-93.1337856
"Russellville","KY","US","The B-1 Central Business District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,7164,"https://parkingreform.org/mandates-map/city_detail/Russellville_KY.html",36.8453199,-86.887219
"Ruston","LA","US","No parking is required in the Core Downtown district except for residential land uses where one parking space per unit is required. On-street parking may be counted towards 20 percent of the minimums. Except for restaurant uses, no use may provide more than 125 percent of the required parking.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums, Parking Maximums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:09 AM PST",0,22166,"https://parkingreform.org/mandates-map/city_detail/Ruston_LA.html",32.5232053,-92.637927
"Ruthven","IA","US","Off-street parking requirements do not apply to the (C-1) Downtown Commercial District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,725,"https://parkingreform.org/mandates-map/city_detail/Ruthven_IA.html",43.1291322,-94.8991531
"Sabetha","KS","US","Minimum parking requirements do not apply to the C-1 Downtown Commercial District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:09 AM PST",0,2545,"https://parkingreform.org/mandates-map/city_detail/Sabetha_KS.html",39.9032342,-95.8002347
"Sacramento","CA","US","There are currently no minimum parking requirements in the Central Business & Arts/Entertainment District for all land uses. In this district, commercial land uses have parking maximums.

The city adopted a housing plan in 2021 which called for further eliminating city-mandated parking minimums and explore instituting parking maximums along established transit corridors. The General Plan passed in February 2024 and implemented in March 2024 will require the city to update the zoning code to eliminate parking minimums citywide. Although the zoning code has yet to be updated, the general plan policy of no minimums will prevail in the interim.","Implemented","Eliminate Parking Minimums","Citywide","All Uses","Ryan Dodge","Mar 28, 2024","April 24, 2024, 10:14:43 PM PDT",1,513624,"https://parkingreform.org/mandates-map/city_detail/Sacramento_CA.html",38.5810606,-121.493895
"Saginaw","MI","US","The minimum parking requirements in the Riverfront Mixed Use District may be reduced by one motor vehicle parking space for every two bicycle parking spaces. Motor vehicle parking spaces may not be reduced by more than 10% of the total number of required motor vehicle parking spaces.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","January 2, 2024, 3:50:45 PM PST",0,44202,"https://parkingreform.org/mandates-map/city_detail/Saginaw_MI.html",43.4200387,-83.9490365
"Saginaw Charter Township","MI","US","Parking requirements may be reduced with a shared driveway or other public benefits.","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial, Industrial","Samuel Deetz","","March 9, 2024, 2:30:23 PM PST",0,41679,"https://parkingreform.org/mandates-map/city_detail/SaginawCharterTownship_MI.html",43.43695045,-84.02098481580114
"Saint Marys","PA","US","The City has implemented the elimination of parking space minimums in the City Center/Business Zoning District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Matthew Pfeufer","Nov 18, 2019","November 28, 2023, 11:47:05 AM PST",0,12639,"https://parkingreform.org/mandates-map/city_detail/SaintMarys_PA.html",41.4280432,-78.5611275
"Salaberry-de-Valleyfield","QC","CA","Since at least 2008, the city has implemented a parking exemption for every use in some sectors, except for residential units. The exemption is applied by zones and they are mostly within the old pre-war downtown area.
Also, anywhere else in the city and for every uses, the parking requirement can be reduced by a maximum of 30% of the required number of spaces with a monetary compensation of 7500$ per missing spot. The city council decides if the reduction is accepted totally, partially or declined.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Vincent Lefebvre","Oct 22, 2008","November 28, 2023, 11:47:19 AM PST",0,42410,"https://parkingreform.org/mandates-map/city_detail/Salaberry-de-Valleyfield_QC.html",45.2555575,-74.1316718
"Salem","OR","US","Salem City Council repealed parking mandates citywide by a vote of 7-2 on April 10, 2023. Parking maximums apply to all uses.","Implemented","Eliminate Parking Minimums, Parking Maximums","Citywide","All Uses","Tony Jordan","Apr 10, 2023","May 12, 2024, 8:36:31 AM PDT",1,174365,"https://parkingreform.org/mandates-map/city_detail/Salem_OR.html",44.9391565,-123.033121
"Salem","SD","US","Minimum parking requirements are not applicable to property in the CB central business district, except for residential uses which are authorized by a conditional use permit.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,1325,"https://parkingreform.org/mandates-map/city_detail/Salem_SD.html",43.724146,-97.388953
"Salem","MA","US","Places of worship and schools other than State College are exempt from parking requirements citywide, while nonresidential uses in the B5 Central Development District are also exempt.","Implemented","Eliminate Parking Minimums","City Center/Business District, Citywide","Commercial, Other","Samuel Deetz","","January 22, 2024, 3:40:39 PM PST",0,44480,"https://parkingreform.org/mandates-map/city_detail/Salem_MA.html",42.5195292,-70.8967226
"Salida","CO","US","Existing buildings in the Central Business District (C-2) are exempt from parking mandates. Commercial uses in the Central Business Economic Overlay (CBEO) may pay a fee in lieu of required parking.","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial, All Uses","Samuel Deetz","","April 4, 2024, 1:22:49 PM PDT",0,5666,"https://parkingreform.org/mandates-map/city_detail/Salida_CO.html",38.5371195,-105.990968
"Salina","KS","US","No off-street parking is required for any structure in the C-4 central business district except residences. Citywide, the total number of parking spaces provided for a single-family, a two-family or multiple-family dwelling may not exceed the requirements by more than fifty (50) percent or four (4) spaces, whichever number is greater.","Implemented","Eliminate Parking Minimums, Parking Maximums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,46889,"https://parkingreform.org/mandates-map/city_detail/Salina_KS.html",38.8402805,-97.6114237
"Salinas","CA","US","ADUs may be exempted when certain criteria are met. Uses located in the new urbanism (NU) districts, mixed use (MU) districts, central city overlay (downtown core area) district, or focused growth overlay district may count on-street parking towards the requirements. Nonresidential uses in a parking district may pay a fee in-lieu of required parking.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums","Citywide, Transit Oriented","Residential","Samuel Deetz","","February 20, 2024, 3:30:08 PM PST",0,163542,"https://parkingreform.org/mandates-map/city_detail/Salinas_CA.html",36.6744117,-121.655037
"Saline","MI","US","Within the Downtown Core (D-1) District, when less than 25 parking spaces would be required based on parking minimums, the use is exempt from providing any new parking. For uses that exceed this parking exemption, the parking requirements are reduced by 25 spaces and a fee in lieu of required parking may be paid.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","March 21, 2024, 1:33:34 PM PDT",0,8948,"https://parkingreform.org/mandates-map/city_detail/Saline_MI.html",42.1667072,-83.7816075
"Salisbury","MD","US","Required off-street parking spaces were reduced and required bike parking were passed in 2018.","Implemented","Reduce Parking Minimums","Citywide","All Uses","William White","","November 28, 2023, 11:47:03 AM PST",0,32935,"https://parkingreform.org/mandates-map/city_detail/Salisbury_MD.html",38.366027,-75.6009964
"Salisbury","MO","US","Off-street parking is not required in the C-1 Business District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","Aug 7, 1980","November 28, 2023, 11:47:12 AM PST",0,1563,"https://parkingreform.org/mandates-map/city_detail/Salisbury_MO.html",39.4239175,-92.8015773
"Salisbury","NC","US","All uses located within the DMX Downtown Mixed-Use, LI Light Industrial, and HI Heavy Industrial districts are exempt from minimum parking requirements. In all districts, on-street parking spaces adjoining the development site may count toward the minimum parking requirement. This provision does not apply for single-family dwellings. Parking maximums exist for most uses.","Implemented","Eliminate Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:15 AM PST",0,35540,"https://parkingreform.org/mandates-map/city_detail/Salisbury_NC.html",35.6709727,-80.4742261
"Salix","IA","US","Minimum parking requirements do not apply to the Central Business District (CB).","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:10 AM PST",0,295,"https://parkingreform.org/mandates-map/city_detail/Salix_IA.html",42.3084403,-96.2877387
"Salt Lake City","UT","US","Parking minimums were reduced in 2021 for a variety of uses. There are also parking maximums city-wide. The city also included bike parking requirements. Parking minimums do not apply to most uses within the transit context (zones D-1, D-3, D-4, G-MU, TSA-C, UI, FB-UN2, FB-UN3, FB-SC, and R-MU)","Implemented","Parking Maximums, Reduce Parking Minimums, Eliminate Parking Minimums","Transit Oriented","Residential, Commercial, Industrial, Other","Brittain Corbett","Feb 16, 2021","November 28, 2023, 11:47:04 AM PST",0,200478,"https://parkingreform.org/mandates-map/city_detail/SaltLakeCity_UT.html",40.7596198,-111.886797
"San Angelo","TX","US","Parking minimums eliminated for Central Business District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Jon James","","November 28, 2023, 11:47:03 AM PST",0,101004,"https://parkingreform.org/mandates-map/city_detail/SanAngelo_TX.html",31.4649685,-100.4405094
"San Antonio","TX","US","The Downtown ""D"" District is exempt from minimum parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","dawn hanson","","November 28, 2023, 11:47:03 AM PST",0,1547253,"https://parkingreform.org/mandates-map/city_detail/SanAntonio_TX.html",29.4246002,-98.4951405
"San Bernardino","CA","US","Parking minimum requirements were reduced for the Transit-Oriented Development Overlay District, and bicycle parking minimums were introduced. Parking requirements may be further reduced with unbundled parking and in-lieu fees. The development code noted that as the transit system matures, they are looking to reduce or eliminate parking minimums. A 2017 Accessory Dwelling Unit Amendment reduced minimum parking requirements for ADUs, and prohibits minimums in certain qualified locations.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","Transit Oriented","Residential","Maggie Kochman","","January 19, 2024, 1:26:56 PM PST",0,222101,"https://parkingreform.org/mandates-map/city_detail/SanBernardino_CA.html",34.1083449,-117.2897652
"San Diego","CA","US","Residential developments within 1/2 mile of a current or planned major transit stop are exempt from minimum parking requirements. Any provided parking in market-rate developments with more than 4 units must be rented or leased separately (unbundled) from the dwelling unit. Commercial uses are exempt from requirements in transit priority areas and commercial neighborhoods citywide.","Implemented","Eliminate Parking Minimums","Transit Oriented","All Uses","Chris McCahill","","November 28, 2023, 11:47:04 AM PST",0,1423851,"https://parkingreform.org/mandates-map/city_detail/SanDiego_CA.html",32.7174202,-117.1627728
"San Francisco","CA","US","There are no parking mandates in the city of San Francisco for any use except Mortuary (8 spaces mandated). There are parking maximums for most uses.","Implemented","Eliminate Parking Minimums, Parking Maximums","Citywide","All Uses","Tom Radulovich","Dec 11, 2018","November 28, 2023, 11:47:03 AM PST",1,881549,"https://parkingreform.org/mandates-map/city_detail/SanFrancisco_CA.html",37.7790262,-122.419906
"San Jose","CA","US","The City of San Jose removed parking minimums for all uses citywide. The changes went into effect in March 2023.","Implemented","Eliminate Parking Minimums","Citywide","All Uses","Edward Schreiner","Dec 6, 2022","May 12, 2024, 7:52:08 AM PDT",1,971233,"https://parkingreform.org/mandates-map/city_detail/SanJose_CA.html",37.3361905,-121.890583
"San Juan","PR","US","No project may exceed 2,500 parking spaces.","Implemented","Parking Maximums","Citywide","All Uses","Samuel Deetz","","April 12, 2024, 9:45:58 PM PDT",0,342259,"https://parkingreform.org/mandates-map/city_detail/SanJuan_PR.html",18.465299,-66.116666
"San Luis Obispo","CA","US","Parking requirements are reduced for eating and drinking establishments in the C-N neighborhood-commercial zone and for all uses in the C-D downtown-commercial zone. There is also a pathway to reduced parking in any zone, though approval must be explicitly given.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses, Commercial","Ryan Hartzell","","May 17, 2024, 12:31:10 PM PDT",0,47063,"https://parkingreform.org/mandates-map/city_detail/SanLuisObispo_CA.html",35.27988,-120.662873
"San Marcos","TX","US","The City of San Marcos has an implemented parking reform in the Central Business Area (CBD) which exempts all properties in the CBD from parking requirements with the exception of new multifamily development. If there are 5 or fewer multifamily units on the property, the owner can request a Conditional Use Permit at PZ to exempt them from the parking requirements.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Andrea Villalobos","Sep 1, 2020","November 28, 2023, 11:47:07 AM PST",0,68580,"https://parkingreform.org/mandates-map/city_detail/SanMarcos_TX.html",29.8826436,-97.9405828
"San Pedro Garza García","NL","MX","In December 2021, parking minimums were replaced with parking maximums citywide.","Implemented","Eliminate Parking Minimums, Parking Maximums","Citywide","All Uses","Samuel Deetz","","March 8, 2024, 12:29:53 PM PST",1,132128,"https://parkingreform.org/mandates-map/city_detail/SanPedroGarzaGarcía_NL.html",25.6651753,-100.4018251
"Sandpoint","ID","US","Parking requirements are eliminated in the downtown core. Parking minimums are reduced by 20% for developments with affordable housing.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Steve Lockwood","","November 28, 2023, 11:47:03 AM PST",0,8931,"https://parkingreform.org/mandates-map/city_detail/Sandpoint_ID.html",48.2765903,-116.5532476
"Sandusky","OH","US","There are no off-street parking requirements for all land uses in the Central Business District (CDB). ","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","","","November 28, 2023, 11:47:04 AM PST",0,24564,"https://parkingreform.org/mandates-map/city_detail/Sandusky_OH.html",41.4561002,-82.7115813
"Sandusky","MI","US","There are no parking minimums except for manufactured homes. Parking maximums exist for all uses.","Implemented","Eliminate Parking Minimums, Parking Maximums","Citywide","Commercial, Industrial, Other, Residential","Samuel Deetz","Apr 19, 2021","March 11, 2024, 2:37:17 PM PDT",0,2709,"https://parkingreform.org/mandates-map/city_detail/Sandusky_MI.html",43.420299,-82.829657
"Sandwich","IL","US","Nonresidential uses within the CBD-1 and CBD-2 Districts are exempt from minimum parking requirements. However, any parking existing on November 1, 2007 must be maintained. Residential parking requirements in these districts are reduced.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","January 4, 2024, 1:21:57 PM PST",0,7221,"https://parkingreform.org/mandates-map/city_detail/Sandwich_IL.html",41.6458633,-88.6217432
"Sandy Springs","GA","US","Parking minimums do not apply to any uses within both the Perimeter Center and City Springs District. Instead, parking maximums apply to those areas. Parking reductions are available through the provision of frequent transit, affordable housing, senior living or a carshare program.","Implemented","Eliminate Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Derrick Arndt","","November 28, 2023, 11:47:16 AM PST",0,108080,"https://parkingreform.org/mandates-map/city_detail/SandySprings_GA.html",33.9242688,-84.3785379
"Santa Ana","CA","US","ADUs may be exempted from parking requirements based on five conditions. A change of use may be exempted in certain circumstances.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums","Citywide","Residential","Samuel Deetz","","January 19, 2024, 3:40:33 PM PST",0,310227,"https://parkingreform.org/mandates-map/city_detail/SantaAna_CA.html",33.7494951,-117.8732213
"Santa Barbara","CA","US","Parking reductions provided for affordable/senior housing and mixed-use development, the CBD, carsharing and bicycle parking. Small Residential Unit Reduction (July 2013): only 1 space is required per unit 600 sq. feet or less, with no required guest parking. https://www.santabarbaraca.gov/services/planning/mpe/aud_program/default.asp.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Jessica Metzger","","November 28, 2023, 11:47:03 AM PST",0,91364,"https://parkingreform.org/mandates-map/city_detail/SantaBarbara_CA.html",34.4221319,-119.7026673
"Santa Clara","CA","US","No parking is required for any use within one-half mile of a major transit stop. Retail/Flex and Community/Civic uses within the Patrick Henry Specific Plan area are exempt from parking requirements as well as ADUs citywide.","Implemented","Eliminate Parking Minimums","Citywide, City Center/Business District, Transit Oriented","Residential, Other, All Uses, Commercial","Samuel Deetz","","February 22, 2024, 1:35:16 PM PST",0,127647,"https://parkingreform.org/mandates-map/city_detail/SantaClara_CA.html",37.354611,-121.954716
"Santa Clarita","CA","US","ADUs are exempted from parking requirements when certain criteria are met as required by state law.","Implemented","Eliminate Parking Minimums","Citywide","Residential","Samuel Deetz","","January 19, 2024, 12:32:38 PM PST",0,228673,"https://parkingreform.org/mandates-map/city_detail/SantaClarita_CA.html",34.4127963,-118.5538088
"Santa Fe","NM","US","The off-street parking requirements may be reduced if the property owner grants the city the right to use a portion of the property for a transit facility. Parking requirements in the BCD District are reduced for residential and commercial uses.","Implemented","Reduce Parking Minimums","City Center/Business District, Citywide","Commercial, Residential, All Uses","Samuel Deetz","","January 1, 2024, 12:24:13 PM PST",0,87505,"https://parkingreform.org/mandates-map/city_detail/SantaFe_NM.html",35.6876096,-105.938456
"Santa Monica","CA","US","No parking mandates in the Downtown Community Plan Area, maximums for most uses.","Implemented","Parking Maximums, Eliminate Parking Minimums","City Center/Business District","All Uses","Ellen Schwartz","","November 28, 2023, 11:47:05 AM PST",0,91105,"https://parkingreform.org/mandates-map/city_detail/SantaMonica_CA.html",34.0194704,-118.491227
"Santa Rosa","CA","US","In Fall 2020, the Santa Rosa City Council adopted a new Downtown Station Area Specific Plan that revised Downtown parking policy to eliminate minimum parking requirements within the Downtown Station Area boundary. This policy was codified and went into effect on January 1, 2021.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Angel York","","November 28, 2023, 11:47:04 AM PST",0,176753,"https://parkingreform.org/mandates-map/city_detail/SantaRosa_CA.html",38.4404925,-122.7141049
"São Paulo","SP","BR","The City of São Paulo eliminated parking mandates citywide for all land-uses in 2014. This was part of the strategic master plan of July 31, 2014.","Implemented","Eliminate Parking Minimums","Citywide","All Uses","Jacob Mason","","March 7, 2024, 1:23:12 PM PST",1,12400232,"https://parkingreform.org/mandates-map/city_detail/SãoPaulo_SP.html",-23.5506507,-46.6333824
"Sapulpa","OK","US","There are no minimum parking requirements for Subarea 1 of downtown. Mixed-use developments in subareas 2 and 3 have reduced parking requirements. All mixed-use developments in the downtown have parking maximums.","Implemented","Eliminate Parking Minimums, Reduce Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","May 15, 2024, 12:20:22 PM PDT",0,21929,"https://parkingreform.org/mandates-map/city_detail/Sapulpa_OK.html",36.0005035,-96.1049612
"Saranac Lake","NY","US","There are no minimum parking requirements anywhere in the Village, including business districts. There are design standards for parking areas that are proposed for all new non-single family dwelling developments. ","Implemented","Eliminate Parking Minimums","Citywide","All Uses","","Oct 15, 2019","March 9, 2024, 9:15:56 AM PST",1,5700,"https://parkingreform.org/mandates-map/city_detail/SaranacLake_NY.html",44.329497,-74.131279
"Sarasota","FL","US","Accessory dwelling units and accessory nonresidential uses are not required to provide off-street parking in the RTD-9 District. Certain uses in the downtown districts are exempt as well. Numerous reductions are available depending on the district, size of project and other factors.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District","Other, Commercial","Samuel Deetz","","January 22, 2024, 2:39:10 PM PST",0,54842,"https://parkingreform.org/mandates-map/city_detail/Sarasota_FL.html",27.3365805,-82.5308545
"Saratoga","WY","US","Public parking spaces, one-half or more of which are immediately adjacent to a property, may be counted toward satisfaction of the number of parking spaces required. Minimum parking requirements do not apply to a change of use in an existing building.","Implemented","Reduce Parking Minimums","Citywide","All Uses","Samuel Deetz","","November 28, 2023, 11:47:19 AM PST",0,1697,"https://parkingreform.org/mandates-map/city_detail/Saratoga_WY.html",41.4546384,-106.8053642
"Saratoga Springs","NY","US","There are no minimum off-street parking requirements in the Transect-6 district. No use may provide parking quantities greater than 20% over the minimum requirements unless waived by the Planning Board.","Implemented","Eliminate Parking Minimums, Parking Maximums","City Center/Business District","All Uses","Samuel Deetz","","January 2, 2024, 6:14:29 PM PST",0,28491,"https://parkingreform.org/mandates-map/city_detail/SaratogaSprings_NY.html",43.0821793,-73.7853915
"Sardis","MS","US","Within the C-3 Central Business District, no parking and off-street loading areas are required except for motels and hotels.","Implemented","Eliminate Parking Minimums","City Center/Business District","Other, Commercial, Residential","Samuel Deetz","","April 2, 2024, 3:00:16 PM PDT",0,1748,"https://parkingreform.org/mandates-map/city_detail/Sardis_MS.html",34.4370511,-89.9159227
"Saskatoon","SK","CA","Where a transit terminal is located on a shopping centre site, the number of required parking spaces for the shopping centre is reduced at the rate of one space for each 30m2 of site area used exclusively for the transit terminal. No off-street parking is required in the B6 District. Within the CR-1 and CR-2 districts, most uses are exempt from minimum parking requirements.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District","All Uses, Commercial","Samuel Deetz","","November 28, 2023, 11:47:18 AM PST",0,266141,"https://parkingreform.org/mandates-map/city_detail/Saskatoon_SK.html",52.131802,-106.660767
"Saugatuck","MI","US","The C-1 City Center Commercial, C-2 Water Street Commercial, C- 2 Water Street East, C-1 Water Street North, and C-2 Water Street South districts are exempt from parking mandates.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","March 18, 2024, 10:33:50 AM PDT",0,865,"https://parkingreform.org/mandates-map/city_detail/Saugatuck_MI.html",42.6549244,-86.2040552
"Sauk City","WI","US","No on-site parking is required for nonresidential uses in the Central Commercial District, unless specifically imposed as a condition of approval associated with a unique or unusual use or situation, as determined by the Village Board.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,3518,"https://parkingreform.org/mandates-map/city_detail/SaukCity_WI.html",43.2715944,-89.7226827
"Sauk Village","IL","US","Commercial uses under 1,000 square feet in gross floor area in the C-1 district are exempt from parking requirements. Uses under 1,000 square feet in gross floor area located within a shopping center configuration (i.e., a strip mall) are not eligible for this exemption and must provide the required parking.","Implemented","Eliminate Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:07 AM PST",0,9921,"https://parkingreform.org/mandates-map/city_detail/SaukVillage_IL.html",41.4883685,-87.5675414
"Sault Ste. Marie","MI","US","Within the developed central business area, being the area zoned B-2 on the zoning district map, the provisions of parking spaces for nonresidential uses as required may be reduced by one-half (½) the minimum required spaces.","Implemented","Reduce Parking Minimums","City Center/Business District","Commercial","Samuel Deetz","","November 28, 2023, 11:47:13 AM PST",0,13337,"https://parkingreform.org/mandates-map/city_detail/SaultSte.Marie_MI.html",46.490586,-84.359269
"Sault Ste. Marie","ON","CA","When a new use commences in an existing building located in the downtown, or the traditional commercial zone (C1), no additional parking is required beyond that already supplied, provided that the building’s gross floor area is not increased.","Implemented","Reduce Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,72051,"https://parkingreform.org/mandates-map/city_detail/SaultSte.Marie_ON.html",46.52391,-84.320068
"Savanna","IL","US","The B-1 Retail Business district is exempt from parking requirements for all uses. ","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","Apr 6, 2022","November 28, 2023, 11:47:04 AM PST",0,2699,"https://parkingreform.org/mandates-map/city_detail/Savanna_IL.html",42.0944672,-90.1567944
"Savannah","MO","US","No off-street parking or loading space is required for any use located in the ""C-2"" Central Commercial District.","Implemented","Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","November 28, 2023, 11:47:05 AM PST",0,5069,"https://parkingreform.org/mandates-map/city_detail/Savannah_MO.html",39.9413678,-94.829946
"Savannah","GA","US","Within the Downtown Savannah Parking District, the city center is exempt from parking mandates. Additionally, properties on the edge of downtown as well as in the Victorian and Streetcar Parking District have reduced parking requirements. Parking requirements may be reduced citywide through the provision of bicycle or motorcycle parking.","Implemented","Reduce Parking Minimums, Eliminate Parking Minimums","City Center/Business District","All Uses","Samuel Deetz","","January 2, 2024, 2:12:14 PM PST",0,147780,"https://parkingreform.org/mandates-map/city_detail/Savannah_GA.html",32.0790074,-81.0921335
"Schaumburg","IL","US","For projects involving site plan approvals or site plan amendments, the number of parking spaces provided may not exceed ten percent (10%) of the minimum number of parking spaces required or three (3) plus the number of parking spaces required by this section, whichever is greater, unless otherwise approved by the village board. The maximum parking requirement does not apply to office, residential, or hospital uses. Parking requirements may be reduced with approval through frequent transit, in-lieu fees or transportation demand management.","Implemented","Parking Maximums, Reduce Parking Minimums","Citywide","All Uses","Samuel Deetz","","November 28, 2023, 11:47:14 AM PST",0,78723,"https://parkingreform.org/mandates-map/city_detail/Schaumburg_IL.html",42.0333608,-88.083406
"Schenectady","NY","US","Schenectady's zoning code does not have a minimum parking requirement for commercial properties in the downtown area. Parking maximums in this area should not exceed 110%-120% of the minimum requirements outside the downtown area.  Shared parking is accepted if an applicant demonstrates that adjacent land uses have different hours of operation. ","Implemented","Eliminate Parking Minimums, Parking Maximums","City Center/Business District","Commercial","","","November 28, 2023, 11:47:04 AM PST",0,65334,"https://parkingreform.org/mandates-map/city_detail/Schenectady_NY.html",42.8142432,-73.9395687
"Schererville","IN","US","Parking requirements may be reduced where on-street parking is available. Single-family and two-family dwellings are subject to maximum parking limits in addition to minimum parking requirements.","Implemented","Reduce Parking Minimums, Parking Maximums","Citywide","All Uses","Samuel Deetz","","November 28, 2023, 11:47:16 AM PST",0,29646,"https://parkingreform.org/mandates-map/city_detail/Schererville_IN.html",41.4789246,-87.4547605
"Schiller Park","IL","US","Off-street parking facilities are not required for lots which are 33 feet or less in width, which are to be improved with a single-family dwelling, and for which there is no alley to the rear.","Implemented","Eliminate Parking Minimums","Citywide","Residential","Samuel Deetz","","January 14, 2024, 4:05:05 PM PST",0,11709,"https://parkingreform.org/mandates-map/city_detail/SchillerPark_IL.html",41.9558637,-87.8708965
